n_clients,k_global,crounds,silhouette
11,6,6,0.7542469875565699
11,6,7,0.74965819615503
11,6,8,0.4550850416382613
11,6,9,0.7478663362077959
11,7,3,0.753452847055295
11,7,4,0.7556859122585327
11,7,5,0.7556859122585327
11,7,6,0.7556859122585327
11,7,7,0.7556859122585327
11,7,8,0.7568874500997054
11,7,9,0.7556859122585327
12,3,3,0.7859344163549383
12,3,4,0.7859344163549383
12,3,5,0.7859344163549383
12,3,6,0.7859344163549383
12,3,7,0.7718748547552964
12,3,8,0.7859344163549383
12,3,9,0.7859344163549383
12,4,3,0.7927528715097396
12,4,4,0.7858824560078037
12,4,5,0.7858824560078037
12,4,6,0.7276639873806903
12,4,7,0.7339748504403326
12,4,8,0.7339748504403326
12,4,9,0.7893119676668513
12,5,3,0.7918510941535117
12,5,4,0.7436591597260565
12,5,5,0.7496228152457834
12,5,6,0.7475077482472412
12,5,7,0.7918510941535117
12,5,8,0.753204688325916
12,5,9,0.7486472132555781
12,6,3,0.7537020763932424
12,6,4,0.74965819615503
12,6,5,0.74965819615503
12,6,6,0.7542469875565699
12,6,7,0.7478663362077959
12,6,8,0.7531599864015732
12,6,9,0.4009340599261853
12,7,3,0.753452847055295
12,7,4,0.7489021785616348
12,7,5,0.753454879390102
12,7,6,0.7556859122585327
12,7,7,0.697756166550237
12,7,8,0.7587908518609722
12,7,9,0.7535185743621278
13,3,3,0.7859344163549383
13,3,4,0.7779967820980065
13,3,5,0.7779967820980065
13,3,6,0.7903769096345523
13,3,7,0.7859344163549383
13,3,8,0.7859344163549383
13,3,9,0.7859344163549383
13,4,3,0.7694755913561028
13,4,4,0.7927528715097396
13,4,5,0.7927528715097396
13,4,6,0.7927528715097396
13,4,7,0.7677541947998984
