GSRN,Capacity_kw,mean_power,std_power,cv,zero_ratio,ramp_mean,ramp_std,mean_power_scaled,std_power_scaled,cv_scaled,ramp_mean_scaled,ramp_std_scaled
571313161170169785,2000.0000,558.0420,547.6641,0.9814,0.0826,-0.2030,220.3595,1.1732,1.2303,-0.1642,-4.7457,1.4684
571313174000602109,3000.0000,867.5991,903.0773,1.0409,0.0773,-0.1400,296.9482,2.2291,2.5875,-0.1434,-3.1797,2.2577
571313174000602116,3000.0000,893.2228,908.3177,1.0169,0.0578,-0.1435,290.0322,2.3165,2.6076,-0.1518,-3.2664,2.1865
571313174000602123,3000.0000,936.8830,906.4851,0.9676,0.0549,-0.0664,288.1902,2.4654,2.6006,-0.1690,-1.3515,2.1675
571313174000602130,3000.0000,887.3569,894.5652,1.0081,0.0576,-0.1375,293.7042,2.2965,2.5550,-0.1549,-3.1171,2.2243
571313174000602147,3000.0000,914.6976,925.3978,1.0117,0.0641,-0.1265,293.5796,2.3897,2.6728,-0.1536,-2.8449,2.2230
571313174000602154,3000.0000,949.5909,916.9801,0.9657,0.0496,-0.1240,304.7597,2.5087,2.6406,-0.1697,-2.7835,2.3383
571313174000780944,2300.0000,646.7549,585.2782,0.9049,0.0600,-0.0150,199.7585,1.4758,1.3739,-0.1910,-0.0744,1.2560
571313174000780951,2300.0000,676.4910,605.5991,0.8952,0.0506,-0.0220,201.0322,1.5772,1.4515,-0.1944,-0.2479,1.2692
571313174000828837,3200.0000,1336.8147,1091.5270,0.8165,0.0417,0.1670,365.1940,3.8294,3.3072,-0.2219,4.4474,2.9611
571313174000828844,3200.0000,1258.3064,1079.9509,0.8583,0.0430,-0.0137,376.9523,3.5617,3.2630,-0.2073,-0.0415,3.0823
571313174000832711,3300.0000,1256.9521,1118.6503,0.8900,0.0488,-0.0001,505.5723,3.5570,3.4108,-0.1962,0.2961,4.4080
571313174000832742,3300.0000,1205.2225,1057.2074,0.8772,0.0461,-0.0200,474.8734,3.3806,3.1761,-0.2007,-0.1979,4.0916
571313174000832759,3300.0000,1272.9939,1047.5007,0.8229,0.0367,-0.0145,331.4150,3.6118,3.1391,-0.2197,-0.0608,2.6130
571313174000839574,2000.0000,699.2242,621.0912,0.8883,0.0603,-0.0150,282.3004,1.6548,1.5107,-0.1968,-0.0744,2.1068
571313174000839604,2000.0000,703.2948,632.6181,0.8995,0.0638,-0.0117,286.8343,1.6687,1.5547,-0.1929,0.0089,2.1535
571313174000839611,2000.0000,713.5393,631.4782,0.8850,0.0689,-0.0121,296.6858,1.7036,1.5504,-0.1979,-0.0028,2.2550
571313174001641220,3450.0000,1046.2169,1000.9377,0.9567,0.0418,-0.0209,385.6777,2.8383,2.9613,-0.1728,-0.2203,3.1723
571313174001641237,3450.0000,1040.3703,1003.3164,0.9644,0.0427,-0.0184,383.9490,2.8183,2.9703,-0.1702,-0.1586,3.1544
571313174001641244,3450.0000,1015.9962,980.6959,0.9653,0.0426,-0.0234,374.5772,2.7352,2.8840,-0.1699,-0.2835,3.0579
571313174001641251,3300.0000,1001.3478,917.0182,0.9158,0.0464,-0.0192,341.7815,2.6852,2.6408,-0.1872,-0.1788,2.7198
571313174001641268,3300.0000,979.1776,900.9594,0.9201,0.0423,-0.3661,339.1162,2.6096,2.5795,-0.1856,-8.7988,2.6924
571313174001657931,3600.0000,1354.6686,1176.6376,0.8686,0.0695,-0.0089,373.5963,3.8903,3.6322,-0.2037,0.0777,3.0477
571313174001657962,3600.0000,1181.3295,1086.9881,0.9201,0.0509,-0.0177,381.5419,3.2991,3.2899,-0.1856,-0.1418,3.1296
571313174001657979,3600.0000,1296.3601,1127.1194,0.8694,0.0422,-0.0687,379.5739,3.6915,3.4431,-0.2034,-1.4095,3.1094
571313174001764448,225.0000,15.2579,32.0212,2.0987,0.6747,-0.0093,13.0346,-0.6781,-0.7389,0.2267,0.0668,-0.6685
571313174116253585,850.0000,166.6208,200.5941,1.2039,0.1583,0.0177,68.2829,-0.1618,-0.0951,-0.0864,0.7371,-0.0991
